,user_id,gender,income_level,age
10993,1005022347488,Female,Low,< 18
10994,1005022347491,Female,Medium,18 - 24
10996,1005022347497,Male,Low,25 - 34
10997,1005022347508,Female,Medium,25 - 34
11000,1005022347551,Female,Medium,25 - 34
11002,1005022347610,Male,Low,25 - 34
11003,1005022347611,Male,Low,25 - 34
11004,1005022347622,Female,High,25 - 34
11005,1005022347638,Male,High,25 - 34
11007,1005022347667,Female,Medium,18 - 24
11008,1005022347674,Female,High,25 - 34
11011,1005022347696,Female,Low,25 - 34
11012,1005022347753,Male,Low,35 - 44
11013,1005022347765,Male,Medium,25 - 34
11014,1005022347774,Male,Low,25 - 34
11015,1005022347783,Male,Medium,18 - 24
11016,1005022347784,Male,Low,18 - 24
11017,1005022347786,Female,Low,25 - 34
11025,1013612281911,Female,Low,18 - 24
11026,1013612281913,Female,Medium,18 - 24
11027,1013612281916,Female,Medium,25 - 34
11028,1013612281917,Male,Medium,35 - 44
11029,1013612281918,Female,Low,18 - 24
11030,1013612281919,Male,High,18 - 24
11031,1013612281921,Male,Low,25 - 34
11032,1013612281922,Male,Low,25 - 34
11033,1013612281925,Male,Low,25 - 34
11034,1013612281926,Female,Low,< 18
11035,1013612281928,Female,High,25 - 34
11038,1013612281931,Male,Low,< 18
11039,1013612281932,Female,Medium,25 - 34
11041,1013612281935,Male,Medium,25 - 34
11042,1013612281937,Female,Medium,< 18
11043,1013612281943,Female,Low,25 - 34
11044,1013612281944,Male,Low,25 - 34
11045,1013612281947,Female,Low,18 - 24
11047,1013612281959,Male,Low,25 - 34
11048,1013612281960,Female,High,25 - 34
11049,1013612281964,Female,Low,< 18
11050,1013612281967,Female,High,25 - 34
11055,1013612281979,Male,Medium,18 - 24
11056,1013612281986,Female,Medium,25 - 34
11059,1013612281997,Female,Low,18 - 24
11060,1013612282002,Female,High,18 - 24
11062,1013612282012,Male,Low,25 - 34
11065,1013612282018,Female,Medium,25 - 34
11066,1013612282020,Female,Low,25 - 34
11069,1013612282038,Male,Medium,18 - 24
11070,1013612282047,Male,Medium,25 - 34
11071,1013612282051,Male,Low,25 - 34
11072,1013612282069,Male,High,35 - 44
11073,1013612282072,Male,Low,25 - 34
11074,1013612282080,Male,Low,18 - 24
11075,1013612282088,Female,High,25 - 34
11076,1013612282104,Female,Medium,25 - 34
11077,1013612282121,Female,Medium,< 18
11079,1013612282136,Male,Low,25 - 34
11080,1013612282185,Female,Low,18 - 24
11083,1013612282230,Male,Low,25 - 34
11084,1013612282244,Female,Medium,< 18
11085,1013612282250,Female,Low,25 - 34
11087,1013612282285,Female,Medium,< 18
11088,1013612282289,Female,Medium,< 18
11089,1013612282316,Female,Low,18 - 24
11090,1013612282331,Female,Medium,25 - 34
11091,1022202216479,Male,Low,25 - 34
11095,1022202216493,Female,High,18 - 24
11097,1022202216495,Female,Medium,18 - 24
11098,1022202216496,Female,Medium,< 18
11100,1022202216498,Male,Medium,18 - 24
11102,1022202216502,Male,Medium,25 - 34
11103,1022202216505,Male,Medium,45 - 54
11104,1022202216506,Female,High,25 - 34
11105,1022202216507,Female,Low,< 18
11106,1022202216508,Male,Medium,55+
11107,1022202216509,Female,High,18 - 24
11108,1022202216513,Female,Low,25 - 34
11109,1022202216514,Male,Low,35 - 44
11110,1022202216517,Female,Low,18 - 24
11112,1022202216521,Male,Low,35 - 44
11113,1022202216522,Female,Medium,25 - 34
11114,1022202216523,Male,Medium,25 - 34
11115,1022202216524,Male,Low,25 - 34
11116,1022202216527,Female,High,< 18
11117,1022202216528,Male,Low,18 - 24
11119,1022202216532,Female,Medium,25 - 34
11121,1022202216534,Female,Low,18 - 24
11122,1022202216536,Male,Medium,18 - 24
11124,1022202216539,Male,Medium,25 - 34
11127,1022202216544,Female,Low,25 - 34
11128,1022202216545,Female,Medium,< 18
11130,1022202216547,Male,Low,25 - 34
11131,1022202216548,Female,Low,25 - 34
11132,1022202216549,Female,Medium,18 - 24
11133,1022202216551,Male,Low,25 - 34
11137,1022202216561,Female,Low,35 - 44
11138,1022202216562,Female,Medium,25 - 34
11139,1022202216568,Male,High,35 - 44
11143,1022202216575,Female,Medium,35 - 44
11144,1022202216578,Female,High,18 - 24
11147,1022202216590,Male,High,25 - 34
11149,1022202216594,Female,Medium,18 - 24
11150,1022202216596,Male,Medium,25 - 34
11151,1022202216598,Female,Medium,18 - 24
11152,1022202216601,Female,Low,25 - 34
11153,1022202216603,Female,Low,< 18
11155,1022202216610,Male,Medium,25 - 34
11157,1022202216613,Female,High,18 - 24
11158,1022202216618,Male,Low,25 - 34
11159,1022202216626,Male,Low,25 - 34
11160,1022202216629,Female,High,25 - 34
11162,1022202216633,Male,Medium,25 - 34
11163,1022202216640,Female,Medium,35 - 44
11165,1022202216655,Female,Medium,18 - 24
11167,1022202216657,Male,Medium,18 - 24
11168,1022202216658,Male,Medium,< 18
11169,1022202216660,Female,Low,18 - 24
11174,1022202216675,Male,Medium,< 18
11175,1022202216676,Male,Medium,25 - 34
11176,1022202216692,Female,Medium,35 - 44
11177,1022202216705,Female,Low,18 - 24
11179,1022202216712,Male,Low,45 - 54
11180,1022202216720,Female,Low,25 - 34
11181,1022202216746,Male,Low,25 - 34
11183,1022202216757,Female,Medium,25 - 34
11185,1022202216788,Female,Low,35 - 44
11187,1022202216801,Female,Low,18 - 24
11188,1022202216819,Female,Medium,25 - 34
11189,1022202216828,Female,Medium,25 - 34
11190,1022202216849,Female,Medium,< 18
11191,1022202216852,Female,Medium,18 - 24
11192,1022202216883,Male,Low,18 - 24
11193,1022202216892,Male,Medium,25 - 34
11194,1022202216895,Male,Medium,25 - 34
11195,1022202216908,Female,Low,< 18
11196,1022202216916,Male,Low,18 - 24
11197,1022202216921,Female,Low,18 - 24
11198,1022202216924,Female,Medium,25 - 34
11199,1022202216926,Male,High,25 - 34
11201,1022202216933,Female,Low,< 18
11202,1022202216934,Male,Low,18 - 24
11203,1022202216949,Male,Medium,25 - 34
11204,1022202216970,Male,Low,25 - 34
11205,1022202216972,Female,Low,< 18
11207,1022202216983,Male,Medium,25 - 34
11208,1022202217012,Female,Medium,25 - 34
11209,1022202217026,Male,Medium,25 - 34
11213,1030792151082,Female,Medium,25 - 34
11216,1030792151088,Male,High,25 - 34
11222,1030792151109,Male,Medium,18 - 24
11224,1030792151111,Male,Medium,25 - 34
11227,1030792151122,Male,Medium,25 - 34
11228,1030792151123,Female,Low,25 - 34
11229,1030792151124,Male,High,18 - 24
11230,1030792151127,Female,High,35 - 44
11232,1030792151131,Male,Low,18 - 24
11235,1030792151143,Male,High,18 - 24
11236,1030792151144,Male,Low,25 - 34
11237,1030792151148,Female,Low,25 - 34
11239,1030792151150,Female,Medium,25 - 34
11242,1030792151166,Female,Low,< 18
11243,1030792151168,Female,Medium,25 - 34
11244,1030792151169,Female,High,< 18
11248,1030792151184,Male,Low,18 - 24
11249,1030792151186,Female,Low,< 18
11252,1030792151195,Female,Medium,< 18
11253,1030792151196,Male,Medium,25 - 34
11254,1030792151201,Male,Low,25 - 34
11256,1030792151209,Female,Medium,18 - 24
11260,1030792151221,Female,Low,25 - 34
11263,1030792151232,Female,Low,25 - 34
11264,1030792151233,Male,Low,18 - 24
11265,1030792151234,Male,Low,25 - 34
11266,1030792151236,Male,Medium,25 - 34
11267,1030792151254,Male,High,25 - 34
11269,1030792151276,Female,Low,25 - 34
11270,1030792151280,Female,Low,18 - 24
11271,1030792151294,Male,Medium,35 - 44
11274,1030792151325,Female,Medium,18 - 24
11275,1030792151331,Female,Low,18 - 24
11276,1030792151335,Male,Low,18 - 24
11277,1030792151361,Male,Low,18 - 24
11278,1030792151371,Male,Low,25 - 34
11280,1030792151382,Male,Medium,25 - 34
11281,1030792151393,Female,Medium,18 - 24
11282,1030792151398,Female,Low,25 - 34
11283,1030792151405,Male,Low,< 18
11284,1030792151407,Male,Low,35 - 44
11285,1030792151411,Female,Low,< 18
11286,1030792151422,Female,Medium,< 18
11287,1030792151443,Male,Low,25 - 34
11288,1030792151465,Female,Low,18 - 24
11289,1030792151543,Female,Medium,< 18
11292,1039382085668,Female,High,18 - 24
11294,1039382085678,Female,Medium,25 - 34
11300,1039382085705,Female,Low,25 - 34
11301,1039382085706,Male,Low,35 - 44
11302,1039382085708,Female,Medium,18 - 24
11303,1039382085709,Female,Medium,35 - 44
11304,1039382085710,Male,Medium,35 - 44
11305,1039382085712,Female,Medium,18 - 24
11306,1039382085713,Female,Medium,< 18
11308,1039382085719,Female,Low,25 - 34
11309,1039382085720,Female,Medium,25 - 34
11311,1039382085722,Female,Low,18 - 24
11312,1039382085723,Female,Low,25 - 34
11313,1039382085724,Male,Low,< 18
11315,1039382085729,Female,Low,< 18
11321,1039382085740,Female,Medium,18 - 24
11322,1039382085741,Male,Low,25 - 34
11324,1039382085744,Female,High,18 - 24
11325,1039382085745,Male,Medium,25 - 34
11326,1039382085748,Male,Medium,< 18
11327,1039382085770,Female,Low,18 - 24
11330,1039382085777,Female,Medium,25 - 34
11332,1039382085788,Female,Medium,25 - 34
11333,1039382085793,Male,Low,35 - 44
11334,1039382085799,Male,Medium,18 - 24
11339,1039382085809,Female,Low,18 - 24
11341,1039382085813,Female,Low,18 - 24
11342,1039382085822,Male,Medium,< 18
11343,1039382085827,Male,Medium,18 - 24
11344,1039382085859,Female,Low,55+
11345,1039382085879,Male,Low,25 - 34
11346,1039382085890,Female,Medium,25 - 34
11347,1039382085899,Female,Low,25 - 34
11350,1039382085976,Female,High,< 18
11351,1039382085981,Male,Medium,< 18
11353,1039382085995,Male,Low,25 - 34
11354,1039382085998,Male,Medium,35 - 44
11355,1039382086019,Male,Low,25 - 34
11356,1039382086022,Male,Medium,< 18
11359,1039382086036,Female,Medium,25 - 34
11360,1039382086066,Female,Medium,25 - 34
11362,1039382086080,Female,Medium,25 - 34
11363,1039382086119,Male,Low,18 - 24
11367,1047972020259,Male,High,18 - 24
11375,1047972020280,Male,Low,25 - 34
11376,1047972020282,Male,High,25 - 34
11381,1047972020308,Male,Medium,25 - 34
11382,1047972020309,Male,Medium,18 - 24
11384,1047972020313,Female,Low,25 - 34
11386,1047972020315,Male,Low,25 - 34
11387,1047972020318,Female,Low,18 - 24
11388,1047972020319,Female,Medium,25 - 34
11390,1047972020323,Male,Medium,35 - 44
11391,1047972020328,Female,Low,25 - 34
11392,1047972020329,Male,Medium,25 - 34
11393,1047972020330,Female,Medium,< 18
11394,1047972020331,Female,Low,25 - 34
11395,1047972020332,Female,Low,45 - 54
11396,1047972020335,Female,Low,25 - 34
11397,1047972020336,Female,Low,25 - 34
11398,1047972020339,Female,Medium,18 - 24
11401,1047972020347,Male,Medium,25 - 34
11402,1047972020351,Male,Low,25 - 34
11403,1047972020352,Male,High,25 - 34
11408,1047972020370,Female,Low,< 18
11409,1047972020379,Male,High,18 - 24
11411,1047972020393,Male,High,< 18
11412,1047972020416,Male,Low,35 - 44
11413,1047972020427,Female,Medium,25 - 34
11414,1047972020430,Female,Low,18 - 24
11415,1047972020434,Female,Low,25 - 34
11416,1047972020438,Female,Medium,25 - 34
11417,1047972020441,Female,Low,18 - 24
11418,1047972020444,Male,High,35 - 44
11419,1047972020448,Female,Low,18 - 24
11422,1047972020491,Female,High,25 - 34
11423,1047972020501,Male,Medium,25 - 34
11425,1047972020578,Female,Medium,18 - 24
11426,1047972020644,Female,Medium,18 - 24
11427,1047972020726,Male,High,18 - 24
11428,1047972020731,Female,Low,25 - 34
11429,1056561954836,Male,Medium,25 - 34
11432,1056561954844,Male,Medium,25 - 34
11436,1056561954856,Male,High,25 - 34
11441,1056561954865,Female,Low,25 - 34
11442,1056561954866,Female,Medium,25 - 34
11443,1056561954867,Female,High,35 - 44
11448,1056561954877,Female,High,25 - 34
11452,1056561954888,Female,Low,25 - 34
11453,1056561954889,Male,Low,25 - 34
11454,1056561954891,Female,Medium,< 18
11455,1056561954892,Male,Medium,18 - 24
11456,1056561954893,Male,Low,25 - 34
11457,1056561954894,Male,High,45 - 54
11458,1056561954896,Male,Low,25 - 34
11459,1056561954897,Male,Low,25 - 34
11460,1056561954899,Female,Low,18 - 24
11463,1056561954903,Female,Medium,45 - 54
11466,1056561954914,Male,High,25 - 34
11467,1056561954915,Female,Medium,25 - 34
11468,1056561954916,Male,Low,25 - 34
11469,1056561954917,Male,High,25 - 34
11470,1056561954918,Female,Low,25 - 34
11472,1056561954921,Female,Medium,25 - 34
11474,1056561954928,Female,Low,< 18
11475,1056561954931,Male,Medium,25 - 34
11477,1056561954936,Male,Medium,18 - 24
11478,1056561954937,Male,Medium,25 - 34
11479,1056561954944,Female,Medium,25 - 34
11480,1056561954945,Male,Low,25 - 34
11482,1056561954959,Male,Low,25 - 34
11483,1056561954961,Female,Low,25 - 34
11484,1056561954969,Female,Low,25 - 34
11485,1056561954972,Female,Medium,35 - 44
11487,1056561954979,Female,Low,< 18
11490,1056561954985,Female,Low,25 - 34
11493,1056561954997,Female,Low,< 18
11495,1056561955027,Male,Low,25 - 34
11497,1056561955064,Female,Low,18 - 24
11498,1056561955104,Male,Low,25 - 34
11499,1056561955113,Male,Low,25 - 34
11500,1056561955115,Female,Medium,18 - 24
11501,1056561955129,Female,Low,< 18
11502,1056561955132,Male,Low,25 - 34
11504,1056561955173,Male,Low,35 - 44
11505,1056561955175,Female,Medium,18 - 24
11506,1056561955189,Male,Low,< 18
11508,1056561955196,Female,Medium,25 - 34
11512,1056561955250,Female,Low,18 - 24
11515,1056561955264,Male,Medium,25 - 34
11516,1056561955265,Male,Low,18 - 24
11517,1056561955269,Male,Low,18 - 24
11518,1056561955270,Female,Medium,18 - 24
11519,1056561955283,Female,Low,18 - 24
11522,1056561955346,Female,Low,25 - 34
11523,1056561955362,Male,Low,25 - 34
11527,1065151889447,Female,Low,25 - 34
11528,1065151889448,Male,Medium,25 - 34
11535,1065151889472,Female,Low,35 - 44
11536,1065151889474,Male,Medium,25 - 34
11537,1065151889475,Female,Medium,25 - 34
11539,1065151889478,Female,Low,25 - 34
11540,1065151889479,Male,Low,18 - 24
11541,1065151889480,Female,High,< 18
11542,1065151889482,Male,Low,25 - 34
11544,1065151889487,Male,Low,25 - 34
11546,1065151889491,Female,Medium,25 - 34
11547,1065151889492,Male,Medium,25 - 34
11549,1065151889498,Female,Medium,< 18
11550,1065151889499,Male,Low,25 - 34
11553,1065151889502,Female,Low,25 - 34
11554,1065151889505,Female,Medium,< 18
11555,1065151889506,Female,Medium,18 - 24
11556,1065151889508,Female,High,25 - 34
11559,1065151889517,Male,Medium,< 18
11560,1065151889518,Male,Low,25 - 34
11561,1065151889522,Male,Low,25 - 34
11563,1065151889524,Male,Medium,25 - 34
11564,1065151889527,Female,Low,18 - 24
11566,1065151889534,Female,Low,25 - 34
11568,1065151889542,Male,Medium,35 - 44
11573,1065151889568,Female,Low,18 - 24
11574,1065151889569,Female,Low,25 - 34
11577,1065151889577,Female,Low,18 - 24
11578,1065151889588,Male,Medium,35 - 44
11580,1065151889596,Female,Low,< 18
11581,1065151889600,Male,Low,35 - 44
11582,1065151889616,Female,Medium,< 18
11583,1065151889630,Female,Low,25 - 34
11584,1065151889631,Male,Low,25 - 34
11585,1065151889652,Female,Medium,18 - 24
11586,1065151889660,Male,Medium,25 - 34
11587,1065151889676,Male,Low,25 - 34
11591,1065151889726,Female,Medium,25 - 34
11592,1065151889740,Female,Low,18 - 24
11593,1065151889753,Male,Low,25 - 34
11594,1065151889755,Female,Low,18 - 24
11595,1065151889757,Male,Medium,25 - 34
11596,1065151889767,Male,Medium,35 - 44
11598,1065151889775,Female,Low,25 - 34
11599,1065151889776,Female,Medium,45 - 54
11600,1065151889798,Male,Low,18 - 24
11601,1065151889807,Male,High,25 - 34
11603,1065151889825,Male,Low,35 - 44
11604,1065151889832,Male,Low,25 - 34
11605,1065151889836,Female,Low,25 - 34
11606,1065151889857,Female,Low,< 18
11614,1073741824051,Female,High,< 18
11619,1073741824076,Male,Low,18 - 24
11620,1073741824077,Female,Low,18 - 24
11622,1073741824081,Male,Low,25 - 34
11624,1073741824084,Female,Low,25 - 34
11625,1073741824086,Female,Low,25 - 34
11628,1073741824094,Male,Medium,25 - 34
11629,1073741824096,Female,Medium,35 - 44
11631,1073741824099,Male,Medium,25 - 34
11634,1073741824108,Female,Low,35 - 44
11635,1073741824110,Male,Medium,35 - 44
11636,1073741824112,Male,Medium,35 - 44
11638,1073741824115,Male,Low,25 - 34
11639,1073741824120,Female,Low,< 18
11641,1073741824122,Male,Low,25 - 34
11642,1073741824124,Male,Low,25 - 34
11645,1073741824142,Male,High,25 - 34
11647,1073741824148,Male,Low,25 - 34
11648,1073741824150,Female,Medium,18 - 24
11651,1073741824154,Male,Low,18 - 24
11652,1073741824158,Female,Low,18 - 24
11653,1073741824159,Female,Medium,25 - 34
11656,1073741824166,Male,Medium,25 - 34
11658,1073741824174,Male,Low,25 - 34
11659,1073741824176,Male,Low,25 - 34
11661,1073741824189,Female,Low,25 - 34
11662,1073741824191,Female,Low,25 - 34
11663,1073741824193,Female,Medium,25 - 34
11664,1073741824198,Male,Low,35 - 44
11665,1073741824211,Male,Low,25 - 34
11666,1073741824219,Male,High,25 - 34
11667,1073741824225,Male,Medium,25 - 34
11668,1073741824264,Female,Low,< 18
11669,1073741824314,Male,Low,35 - 44
11670,1073741824319,Female,Medium,18 - 24
11671,1073741824322,Male,Low,18 - 24
11672,1073741824338,Male,Low,18 - 24
11673,1073741824364,Female,Low,25 - 34
11674,1073741824368,Female,Low,< 18
11675,1073741824369,Female,Low,< 18
11677,1073741824389,Female,Medium,18 - 24
11678,1073741824392,Female,Medium,18 - 24
11679,1073741824393,Female,Medium,25 - 34
11683,1073741824458,Male,Medium,25 - 34
11684,1073741824491,Female,Medium,25 - 34
11685,1073741824515,Male,Low,18 - 24
11687,1073741824540,Female,Medium,25 - 34
11691,1082331758623,Female,Low,25 - 34
11692,1082331758629,Female,High,35 - 44
11697,1082331758638,Female,High,25 - 34
11698,1082331758639,Male,High,18 - 24
11705,1082331758661,Male,Low,25 - 34
11707,1082331758664,Male,Low,18 - 24
11709,1082331758667,Female,Medium,25 - 34
11710,1082331758668,Male,High,18 - 24
11711,1082331758669,Female,High,25 - 34
11713,1082331758671,Female,Medium,18 - 24
11714,1082331758672,Male,Medium,25 - 34
11715,1082331758673,Female,High,25 - 34
11716,1082331758675,Male,Low,25 - 34
11717,1082331758680,Male,High,25 - 34
11718,1082331758682,Female,Medium,25 - 34
11719,1082331758683,Female,Low,18 - 24
11721,1082331758686,Male,Low,35 - 44
11722,1082331758688,Male,High,35 - 44
11724,1082331758690,Male,Medium,25 - 34
11726,1082331758693,Female,Low,18 - 24
11728,1082331758695,Female,Low,25 - 34
11729,1082331758698,Female,Low,25 - 34
11730,1082331758701,Male,High,18 - 24
11733,1082331758713,Female,Low,25 - 34
11734,1082331758715,Male,Medium,18 - 24
11736,1082331758727,Male,Medium,25 - 34
11738,1082331758739,Male,Low,18 - 24
11739,1082331758744,Male,Low,18 - 24
11740,1082331758745,Male,Medium,25 - 34
11741,1082331758751,Female,Medium,< 18
11742,1082331758752,Female,Medium,18 - 24
11747,1082331758768,Male,Low,25 - 34
11748,1082331758772,Female,Medium,25 - 34
11751,1082331758777,Male,Medium,35 - 44
11752,1082331758778,Male,Low,25 - 34
11753,1082331758780,Female,Medium,25 - 34
11754,1082331758788,Male,Medium,18 - 24
11755,1082331758790,Female,Medium,25 - 34
11758,1082331758799,Female,High,< 18
11759,1082331758803,Male,High,18 - 24
11760,1082331758810,Male,Medium,25 - 34
11762,1082331758876,Female,Medium,35 - 44
11764,1082331758899,Male,Low,25 - 34
11765,1082331758908,Female,Low,35 - 44
11766,1082331758909,Male,Medium,18 - 24
11767,1082331758911,Female,Low,18 - 24
11768,1082331758914,Female,Medium,18 - 24
11769,1082331758975,Male,Low,18 - 24
11770,1082331759016,Female,Medium,25 - 34
11771,1082331759023,Female,Low,18 - 24
11772,1082331759025,Female,Medium,18 - 24
11773,1082331759029,Male,High,25 - 34
11774,1082331759030,Male,High,35 - 44
11775,1082331759036,Female,High,18 - 24
11776,1082331759046,Female,Medium,18 - 24
11777,1082331759049,Male,Low,25 - 34
11778,1082331759077,Male,Medium,35 - 44
11779,1082331759081,Male,Low,25 - 34
11780,1082331759082,Male,Low,35 - 44
11781,1082331759097,Male,Low,18 - 24
11782,1082331759103,Male,Low,25 - 34
11783,1082331759104,Female,Medium,18 - 24
11784,1082331759124,Male,Low,< 18
11785,1082331759149,Female,Medium,25 - 34
11786,1082331759171,Female,Low,< 18
11796,1090921693246,Female,Medium,25 - 34
11797,1090921693247,Male,Low,25 - 34
11798,1090921693252,Male,Low,25 - 34
11799,1090921693253,Female,High,25 - 34
11800,1090921693254,Male,High,25 - 34
11801,1090921693255,Female,Medium,18 - 24
11802,1090921693258,Female,High,18 - 24
11803,1090921693259,Female,Low,25 - 34
11805,1090921693264,Female,Low,25 - 34
11806,1090921693265,Male,High,25 - 34
11807,1090921693266,Female,Medium,25 - 34
11808,1090921693267,Male,Low,25 - 34
11809,1090921693271,Male,High,18 - 24
11810,1090921693273,Male,High,25 - 34
11812,1090921693276,Female,Low,18 - 24
11813,1090921693277,Male,Low,25 - 34
11814,1090921693280,Male,Low,25 - 34
11815,1090921693281,Male,Low,25 - 34
11816,1090921693289,Female,Low,18 - 24
11818,1090921693292,Male,Low,25 - 34
11819,1090921693294,Female,High,25 - 34
11820,1090921693295,Male,Medium,25 - 34
11821,1090921693302,Male,High,25 - 34
11822,1090921693303,Male,Medium,18 - 24
11823,1090921693309,Female,Medium,25 - 34
11824,1090921693310,Male,Low,25 - 34
11827,1090921693324,Female,Medium,25 - 34
11830,1090921693327,Female,Low,25 - 34
11831,1090921693332,Female,Low,< 18
11832,1090921693333,Male,Low,18 - 24
11833,1090921693334,Female,Low,55+
11834,1090921693335,Female,Medium,18 - 24
11836,1090921693340,Male,Low,25 - 34
11838,1090921693345,Female,Medium,18 - 24
11839,1090921693346,Female,Medium,25 - 34
11840,1090921693359,Female,Low,18 - 24
11842,1090921693364,Female,Low,25 - 34
11843,1090921693365,Female,Medium,18 - 24
11844,1090921693368,Female,Medium,25 - 34
11845,1090921693371,Female,Low,< 18
11846,1090921693372,Male,Low,25 - 34
11847,1090921693378,Female,Low,18 - 24
11848,1090921693383,Female,Medium,< 18
11849,1090921693384,Female,High,18 - 24
11850,1090921693393,Female,Low,18 - 24
11851,1090921693396,Female,Low,18 - 24
11852,1090921693398,Male,Low,18 - 24
11854,1090921693403,Female,Low,18 - 24
11855,1090921693411,Female,Low,25 - 34
11856,1090921693417,Female,Low,18 - 24
11857,1090921693421,Male,Medium,18 - 24
11858,1090921693455,Male,Low,25 - 34
11859,1090921693456,Male,Medium,25 - 34
11860,1090921693481,Female,Medium,18 - 24
11861,1090921693487,Female,Low,18 - 24
11863,1090921693501,Male,Low,18 - 24
11864,1090921693503,Male,Medium,25 - 34
11865,1090921693514,Female,Low,25 - 34
11866,1090921693560,Female,Low,45 - 54
11867,1090921693562,Male,Low,25 - 34
11868,1090921693572,Female,Low,< 18
11869,1090921693580,Female,Medium,25 - 34
11870,1090921693600,Female,Low,18 - 24
11873,1090921693653,Female,Medium,25 - 34
11874,1090921693668,Female,Low,18 - 24
11875,1090921693674,Male,Low,18 - 24
11876,1090921693677,Male,High,35 - 44
11877,1090921693678,Male,Low,35 - 44
11878,1090921693680,Female,Low,18 - 24
11879,1090921693690,Female,Medium,25 - 34
11880,1090921693724,Male,Medium,55+
11881,1090921693739,Male,Low,35 - 44
11882,1090921693752,Male,Low,25 - 34
11883,1090921693757,Female,Low,18 - 24
11885,1099511627801,Male,High,25 - 34
11893,1099511627817,Female,Medium,25 - 34
11898,1099511627846,Male,Medium,18 - 24
11899,1099511627847,Male,Low,25 - 34
11902,1099511627851,Female,Medium,25 - 34
11903,1099511627852,Female,Low,18 - 24
11904,1099511627855,Male,Low,< 18
11908,1099511627863,Female,Medium,< 18
11909,1099511627865,Male,Low,18 - 24
11913,1099511627871,Female,Low,18 - 24
11914,1099511627872,Female,Medium,18 - 24
11917,1099511627877,Female,Low,25 - 34
11918,1099511627878,Female,Low,25 - 34
11920,1099511627882,Female,High,18 - 24
11923,1099511627890,Female,Low,18 - 24
11925,1099511627894,Female,High,25 - 34
11926,1099511627895,Female,Medium,25 - 34
11931,1099511627912,Female,Medium,18 - 24
11932,1099511627915,Male,Medium,25 - 34
11935,1099511627923,Male,Low,25 - 34
11936,1099511627924,Female,Low,< 18
11937,1099511627930,Male,Low,25 - 34
11938,1099511627935,Male,High,35 - 44
11939,1099511627941,Male,Medium,18 - 24
11940,1099511627942,Female,Low,35 - 44
11941,1099511627943,Male,High,25 - 34
11943,1099511627945,Female,Medium,25 - 34
11944,1099511627946,Female,High,18 - 24
11945,1099511627948,Female,Medium,< 18
11946,1099511627949,Female,Medium,18 - 24
11947,1099511627950,Male,Medium,25 - 34
11948,1099511627951,Male,Medium,25 - 34
11949,1099511627952,Female,High,18 - 24
11950,1099511627972,Male,Medium,25 - 34
11951,1099511627984,Female,Low,25 - 34
11952,1099511627994,Female,Low,25 - 34
11954,1099511628019,Female,Medium,18 - 24
11955,1099511628047,Female,Medium,< 18
11957,1099511628055,Male,Low,25 - 34
11958,1099511628060,Female,Medium,25 - 34
11960,1099511628076,Female,High,18 - 24
11961,1099511628094,Female,Medium,25 - 34
11962,1099511628101,Female,High,25 - 34
11963,1099511628114,Male,Low,18 - 24
11965,1099511628140,Male,Low,18 - 24
11966,1099511628143,Male,Medium,18 - 24
11967,1099511628150,Female,Medium,18 - 24
11968,1099511628166,Male,Low,18 - 24
11969,1099511628169,Female,Low,18 - 24
11970,1099511628175,Male,Low,18 - 24
11971,1099511628195,Female,Medium,18 - 24
11972,1099511628208,Male,Low,35 - 44
11973,1099511628222,Male,Medium,25 - 34
11974,1099511628264,Male,Medium,18 - 24
11975,1099511628272,Female,Medium,18 - 24
11976,1099511628295,Male,Medium,25 - 34
11977,1099511628314,Male,Medium,18 - 24
11978,1099511628323,Male,High,25 - 34
11979,1099511628324,Male,Medium,18 - 24
11980,1099511628327,Female,Low,25 - 34
11985,1108101562407,Male,Medium,25 - 34
11990,1108101562434,Male,Medium,45 - 54
11991,1108101562436,Male,Low,35 - 44
11993,1108101562439,Female,Low,< 18
11994,1108101562440,Male,Medium,45 - 54
11995,1108101562442,Female,Medium,25 - 34
11996,1108101562443,Female,Low,18 - 24
11998,1108101562447,Male,Medium,18 - 24
11999,1108101562449,Male,Medium,35 - 44
12000,1108101562450,Male,Low,25 - 34
12004,1108101562455,Male,Low,25 - 34
12005,1108101562456,Female,Low,18 - 24
12007,1108101562458,Male,Low,< 18
12008,1108101562459,Female,Low,25 - 34
12010,1108101562464,Female,Low,18 - 24
12014,1108101562470,Male,Low,< 18
12015,1108101562474,Female,High,25 - 34
12021,1108101562496,Female,Medium,25 - 34
12022,1108101562499,Male,Low,18 - 24
12023,1108101562501,Male,Medium,25 - 34
12027,1108101562511,Male,High,25 - 34
12028,1108101562516,Male,Medium,25 - 34
12032,1108101562527,Female,Low,18 - 24
12033,1108101562533,Male,Low,25 - 34
12034,1108101562536,Female,High,25 - 34
12038,1108101562554,Male,High,< 18
12039,1108101562557,Female,Low,25 - 34
12040,1108101562573,Male,High,18 - 24
12041,1108101562577,Female,High,18 - 24
12042,1108101562578,Female,Low,18 - 24
12043,1108101562580,Female,Low,25 - 34
12044,1108101562589,Female,Low,25 - 34
12045,1108101562592,Male,Low,35 - 44
12046,1108101562594,Male,High,18 - 24
12047,1108101562603,Female,Medium,55+
12048,1108101562605,Female,Medium,18 - 24
12049,1108101562610,Female,Low,< 18
12050,1108101562645,Female,High,< 18
12053,1108101562666,Male,Low,< 18
12054,1108101562720,Male,Medium,25 - 34
