,user_id,gender,income_level,age
5440,498216206574,Female,Medium,< 18
5441,498216206587,Male,Low,25 - 34
5442,498216206600,Male,High,25 - 34
5443,498216206614,Female,Low,< 18
5444,498216206623,Male,Low,18 - 24
5446,498216206634,Female,Low,18 - 24
5447,498216206642,Male,Low,25 - 34
5448,498216206647,Female,Medium,18 - 24
5450,498216206677,Female,Low,18 - 24
5451,498216206679,Male,Medium,25 - 34
5452,498216206681,Male,Low,25 - 34
5453,498216206695,Male,Low,25 - 34
5454,498216206696,Female,Low,18 - 24
5455,498216206697,Female,Low,35 - 44
5456,498216206729,Female,Low,25 - 34
5457,498216206763,Female,Medium,18 - 24
5458,498216206767,Female,Low,< 18
5459,498216206779,Female,Medium,< 18
5461,498216206804,Male,Medium,25 - 34
5462,498216206809,Female,Low,25 - 34
5463,498216206857,Male,Low,25 - 34
5464,498216206874,Male,Low,25 - 34
5467,506806140972,Male,Medium,18 - 24
5468,506806140976,Female,Medium,25 - 34
5476,506806141009,Male,Medium,25 - 34
5477,506806141012,Male,Medium,35 - 44
5479,506806141020,Male,Medium,25 - 34
5482,506806141027,Female,Low,< 18
5484,506806141032,Female,Medium,25 - 34
5485,506806141034,Male,Medium,18 - 24
5486,506806141036,Female,Medium,25 - 34
5488,506806141038,Female,Low,25 - 34
5491,506806141044,Male,Medium,25 - 34
5492,506806141046,Female,Medium,18 - 24
5493,506806141048,Male,Low,25 - 34
5494,506806141049,Female,Low,18 - 24
5495,506806141055,Female,Low,25 - 34
5496,506806141058,Female,Medium,18 - 24
5497,506806141060,Male,Low,25 - 34
5499,506806141067,Male,High,35 - 44
5502,506806141073,Male,Medium,35 - 44
5506,506806141085,Male,Low,25 - 34
5507,506806141086,Male,Low,25 - 34
5508,506806141089,Male,Medium,< 18
5509,506806141090,Female,High,25 - 34
5511,506806141093,Male,Low,25 - 34
5514,506806141111,Male,Medium,25 - 34
5516,506806141117,Male,Medium,25 - 34
5517,506806141124,Male,Low,18 - 24
5522,506806141141,Male,Medium,25 - 34
5523,506806141142,Male,Medium,25 - 34
5526,506806141157,Female,Medium,18 - 24
5527,506806141175,Female,Low,25 - 34
5528,506806141203,Female,High,18 - 24
5529,506806141211,Female,Low,25 - 34
5530,506806141219,Male,Low,25 - 34
5531,506806141221,Female,Low,25 - 34
5532,506806141222,Male,Medium,35 - 44
5533,506806141226,Female,Low,25 - 34
5535,506806141292,Female,Low,18 - 24
5536,506806141297,Female,Low,< 18
5537,506806141303,Male,Low,25 - 34
5538,506806141324,Female,Low,18 - 24
5539,506806141329,Male,Medium,18 - 24
5541,506806141343,Female,Low,18 - 24
5542,506806141366,Male,Low,25 - 34
5543,506806141373,Female,High,25 - 34
5544,506806141376,Female,Low,25 - 34
5545,506806141392,Female,Low,25 - 34
5546,506806141403,Female,Medium,25 - 34
5547,506806141421,Female,Medium,18 - 24
5548,506806141424,Female,Medium,18 - 24
5549,506806141425,Male,Low,< 18
5550,506806141431,Female,Low,18 - 24
5553,506806141450,Male,Medium,25 - 34
5554,506806141451,Female,Medium,18 - 24
5555,506806141457,Male,Medium,25 - 34
5557,506806141469,Male,Medium,18 - 24
5559,506806141486,Female,Low,25 - 34
5560,506806141487,Female,Medium,25 - 34
5564,515396075549,Female,Medium,18 - 24
5566,515396075555,Male,Low,25 - 34
5568,515396075562,Female,Low,25 - 34
5570,515396075570,Male,Low,25 - 34
5572,515396075574,Female,Medium,18 - 24
5573,515396075575,Female,Low,25 - 34
5574,515396075577,Male,Medium,25 - 34
5575,515396075578,Female,Medium,< 18
5576,515396075583,Male,High,25 - 34
5583,515396075600,Male,Medium,25 - 34
5586,515396075604,Female,Low,25 - 34
5588,515396075608,Male,High,25 - 34
5591,515396075614,Male,Low,18 - 24
5592,515396075616,Female,Low,25 - 34
5593,515396075623,Male,High,25 - 34
5595,515396075631,Male,Low,25 - 34
5598,515396075640,Female,Medium,25 - 34
5599,515396075642,Female,Medium,25 - 34
5600,515396075643,Female,Low,25 - 34
5601,515396075647,Female,Medium,25 - 34
5602,515396075648,Female,Medium,18 - 24
5604,515396075653,Female,Low,< 18
5606,515396075656,Female,Low,25 - 34
5607,515396075657,Male,Medium,25 - 34
5608,515396075659,Male,Low,25 - 34
5609,515396075668,Male,Medium,35 - 44
5610,515396075669,Male,Low,< 18
5611,515396075675,Male,High,18 - 24
5614,515396075683,Female,High,18 - 24
5616,515396075691,Male,Medium,18 - 24
5617,515396075692,Male,Low,25 - 34
5618,515396075693,Male,Medium,18 - 24
5619,515396075694,Male,High,25 - 34
5620,515396075699,Female,Medium,18 - 24
5622,515396075712,Male,Medium,18 - 24
5623,515396075717,Female,Low,18 - 24
5624,515396075718,Male,Medium,18 - 24
5625,515396075727,Female,Medium,25 - 34
5626,515396075742,Male,Low,25 - 34
5627,515396075749,Female,Low,< 18
5629,515396075755,Female,Medium,25 - 34
5630,515396075769,Male,Medium,45 - 54
5631,515396075780,Female,Low,25 - 34
5632,515396075793,Female,Low,< 18
5633,515396075796,Female,Low,25 - 34
5634,515396075823,Male,Low,25 - 34
5635,515396075838,Male,High,18 - 24
5636,515396075844,Female,Low,18 - 24
5637,515396075849,Female,Low,< 18
5638,515396075870,Female,Medium,25 - 34
5640,515396075880,Male,Medium,25 - 34
5641,515396075891,Female,Low,25 - 34
5642,515396075910,Female,Low,25 - 34
5643,515396075938,Male,Medium,18 - 24
5645,515396075944,Female,High,18 - 24
5646,515396075946,Male,Low,25 - 34
5647,515396075951,Male,Low,18 - 24
5648,515396075952,Female,Low,18 - 24
5650,515396075980,Female,Low,18 - 24
5652,515396076004,Male,Low,25 - 34
5653,515396076010,Male,Low,18 - 24
5654,515396076012,Male,Medium,25 - 34
5658,523986010158,Male,High,35 - 44
5659,523986010166,Female,Low,< 18
5660,523986010168,Female,Medium,25 - 34
5662,523986010170,Male,High,35 - 44
5665,523986010174,Male,Medium,25 - 34
5666,523986010175,Female,Low,25 - 34
5668,523986010179,Female,High,18 - 24
5669,523986010180,Female,Low,< 18
5670,523986010182,Female,Medium,25 - 34
5673,523986010189,Male,Low,25 - 34
5674,523986010190,Female,Low,25 - 34
5675,523986010191,Male,Low,25 - 34
5676,523986010198,Male,Low,25 - 34
5677,523986010199,Male,Low,25 - 34
5678,523986010200,Male,High,25 - 34
5679,523986010202,Female,Low,18 - 24
5681,523986010204,Female,Low,25 - 34
5682,523986010205,Male,Low,18 - 24
5683,523986010207,Female,Medium,< 18
5684,523986010208,Female,Medium,35 - 44
5686,523986010211,Female,Low,18 - 24
5687,523986010217,Female,Low,< 18
5689,523986010219,Female,Medium,18 - 24
5691,523986010222,Male,Medium,18 - 24
5693,523986010230,Male,High,35 - 44
5694,523986010236,Female,Medium,25 - 34
5698,523986010248,Female,Medium,25 - 34
5702,523986010261,Male,Medium,25 - 34
5704,523986010264,Male,Low,25 - 34
5705,523986010266,Female,Low,25 - 34
5706,523986010268,Female,Medium,< 18
5708,523986010272,Male,Low,25 - 34
5710,523986010276,Male,Medium,18 - 24
5713,523986010279,Female,Low,< 18
5716,523986010283,Female,Low,18 - 24
5718,523986010295,Female,High,25 - 34
5725,523986010319,Female,Medium,25 - 34
5728,523986010330,Female,Medium,25 - 34
5729,523986010344,Male,Medium,25 - 34
5730,523986010355,Female,Medium,18 - 24
5732,523986010383,Female,Low,25 - 34
5734,523986010408,Male,Medium,35 - 44
5735,523986010418,Female,Low,< 18
5736,523986010423,Male,Low,18 - 24
5737,523986010484,Male,Low,18 - 24
5738,523986010537,Female,Medium,25 - 34
5739,523986010547,Female,High,< 18
5740,523986010555,Female,Medium,18 - 24
5741,523986010564,Male,High,25 - 34
5742,523986010580,Male,Medium,35 - 44
5743,523986010618,Female,Low,25 - 34
5744,523986010665,Male,Low,25 - 34
5745,523986010667,Female,Medium,25 - 34
5755,532575944769,Female,Medium,< 18
5756,532575944770,Female,Low,25 - 34
5757,532575944772,Male,High,< 18
5759,532575944775,Male,Medium,25 - 34
5760,532575944778,Male,Low,35 - 44
5761,532575944781,Male,Low,18 - 24
5762,532575944784,Male,High,18 - 24
5764,532575944788,Male,Low,35 - 44
5766,532575944790,Male,Low,25 - 34
5770,532575944798,Male,Low,25 - 34
5772,532575944806,Female,Low,25 - 34
5774,532575944809,Female,Medium,18 - 24
5775,532575944810,Male,Medium,18 - 24
5776,532575944815,Female,Medium,< 18
5778,532575944822,Female,Medium,25 - 34
5779,532575944823,Male,Low,35 - 44
5780,532575944824,Female,Medium,18 - 24
5781,532575944826,Female,Medium,18 - 24
5782,532575944829,Female,Low,25 - 34
5784,532575944834,Female,Low,18 - 24
5786,532575944844,Male,Medium,25 - 34
5787,532575944849,Female,Medium,35 - 44
5792,532575944864,Male,Medium,25 - 34
5793,532575944866,Female,High,< 18
5794,532575944867,Male,Medium,25 - 34
5797,532575944874,Male,High,25 - 34
5798,532575944883,Male,Low,25 - 34
5799,532575944887,Male,Low,35 - 44
5801,532575944892,Male,High,25 - 34
5802,532575944897,Female,Low,25 - 34
5804,532575944903,Female,Medium,35 - 44
5806,532575944910,Male,Low,18 - 24
5807,532575944915,Female,Low,< 18
5808,532575944928,Male,Medium,45 - 54
5809,532575944940,Female,Low,18 - 24
5810,532575944953,Male,Medium,25 - 34
5812,532575944973,Male,Low,18 - 24
5813,532575944983,Male,Low,25 - 34
5815,532575945024,Male,Low,18 - 24
5816,532575945028,Female,Low,18 - 24
5817,532575945074,Male,Low,18 - 24
5818,532575945077,Female,Low,25 - 34
5819,532575945083,Male,Medium,25 - 34
5820,532575945104,Female,Low,25 - 34
5821,532575945109,Male,Low,< 18
5822,532575945124,Male,Low,18 - 24
5823,532575945126,Male,Low,25 - 34
5824,532575945135,Male,Low,18 - 24
5825,532575945145,Female,Medium,25 - 34
5826,532575945150,Male,Low,25 - 34
5827,532575945159,Female,Medium,< 18
5830,532575945171,Male,Medium,25 - 34
5831,532575945178,Female,Medium,35 - 44
5832,532575945181,Male,High,25 - 34
5833,532575945192,Female,Medium,18 - 24
5834,532575945195,Male,High,25 - 34
5835,532575945220,Male,Low,25 - 34
5836,532575945236,Female,Low,18 - 24
5837,532575945237,Male,Medium,35 - 44
5839,532575945244,Male,Medium,< 18
5840,532575945245,Female,Medium,35 - 44
5843,541165879320,Female,High,25 - 34
5846,541165879325,Male,Medium,25 - 34
5851,541165879333,Female,Medium,25 - 34
5854,541165879346,Female,Medium,35 - 44
5856,541165879351,Female,Low,18 - 24
5857,541165879352,Female,Medium,18 - 24
5858,541165879353,Female,Medium,18 - 24
5859,541165879354,Male,Medium,25 - 34
5860,541165879357,Female,Low,25 - 34
5861,541165879358,Male,Low,25 - 34
5863,541165879360,Male,High,18 - 24
5864,541165879361,Female,Medium,25 - 34
5865,541165879364,Female,High,25 - 34
5867,541165879367,Female,High,25 - 34
5870,541165879371,Male,Low,25 - 34
5873,541165879376,Female,Low,25 - 34
5876,541165879380,Female,Medium,18 - 24
5877,541165879381,Male,Low,25 - 34
5878,541165879383,Female,Low,25 - 34
5880,541165879390,Female,Medium,35 - 44
5881,541165879392,Female,High,18 - 24
5883,541165879397,Female,Medium,25 - 34
5884,541165879398,Female,Low,25 - 34
5885,541165879400,Male,Medium,25 - 34
5888,541165879411,Female,Low,< 18
5890,541165879415,Female,High,25 - 34
5891,541165879417,Female,Low,18 - 24
5894,541165879429,Male,Low,35 - 44
5896,541165879434,Female,High,25 - 34
5897,541165879440,Female,Low,25 - 34
5898,541165879441,Female,Low,18 - 24
5900,541165879448,Male,Low,35 - 44
5901,541165879449,Female,Low,18 - 24
5902,541165879452,Female,Medium,25 - 34
5904,541165879454,Male,Low,25 - 34
5907,541165879464,Male,Low,25 - 34
5908,541165879468,Male,Medium,18 - 24
5911,541165879473,Male,Low,45 - 54
5912,541165879477,Male,Low,25 - 34
5913,541165879483,Male,Medium,45 - 54
5914,541165879484,Female,Low,25 - 34
5916,541165879502,Male,Medium,25 - 34
5917,541165879517,Male,High,25 - 34
5918,541165879520,Female,Low,25 - 34
5921,541165879532,Female,Low,25 - 34
5922,541165879538,Female,Low,35 - 44
5923,541165879558,Male,Medium,25 - 34
5924,541165879564,Male,Low,< 18
5925,541165879569,Male,Low,45 - 54
5926,541165879571,Female,High,25 - 34
5927,541165879590,Female,Low,25 - 34
5928,541165879598,Female,Medium,< 18
5930,541165879608,Male,High,35 - 44
5931,541165879619,Male,Low,35 - 44
5932,541165879660,Female,Low,< 18
5933,541165879668,Female,Medium,< 18
5936,541165879675,Male,Low,18 - 24
5937,541165879685,Male,Low,18 - 24
5938,541165879688,Female,Medium,25 - 34
5940,541165879704,Female,Low,18 - 24
5941,541165879716,Female,Low,< 18
5942,541165879731,Female,Medium,18 - 24
5943,541165879814,Female,Low,< 18
5944,541165879815,Male,Medium,< 18
5947,549755813931,Male,High,18 - 24
5951,549755813955,Male,High,25 - 34
5953,549755813962,Male,Low,25 - 34
5954,549755813963,Female,Medium,< 18
5955,549755813965,Male,Low,45 - 54
5956,549755813968,Female,Low,18 - 24
5957,549755813970,Female,Low,18 - 24
5958,549755813971,Female,Low,25 - 34
5959,549755813972,Male,Medium,25 - 34
5960,549755813974,Male,Medium,25 - 34
5962,549755813976,Male,High,18 - 24
5963,549755813979,Male,Medium,35 - 44
5965,549755813982,Female,Low,25 - 34
5966,549755813983,Female,Medium,< 18
5968,549755813987,Male,Low,25 - 34
5969,549755813988,Female,Low,18 - 24
5970,549755813992,Male,Low,25 - 34
5971,549755813993,Female,Medium,25 - 34
5972,549755813994,Male,Low,25 - 34
5973,549755813996,Female,Low,25 - 34
5974,549755813999,Female,High,45 - 54
5975,549755814000,Male,Medium,35 - 44
5976,549755814001,Female,Low,25 - 34
5980,549755814007,Female,Medium,25 - 34
5981,549755814013,Female,Medium,25 - 34
5982,549755814016,Male,Low,25 - 34
5983,549755814019,Male,Low,25 - 34
5985,549755814021,Female,Medium,< 18
5986,549755814024,Male,Medium,18 - 24
5988,549755814031,Female,Low,18 - 24
5990,549755814034,Male,High,25 - 34
5992,549755814036,Male,Medium,25 - 34
5993,549755814039,Male,Low,18 - 24
5995,549755814046,Female,Low,< 18
5997,549755814052,Male,Medium,25 - 34
5998,549755814054,Male,Low,25 - 34
6001,549755814062,Female,Medium,18 - 24
6002,549755814066,Female,Medium,18 - 24
6004,549755814074,Female,Medium,25 - 34
6005,549755814077,Female,Low,< 18
6007,549755814080,Female,Low,18 - 24
6009,549755814089,Male,Medium,18 - 24
6011,549755814095,Female,Medium,< 18
6012,549755814097,Female,Medium,25 - 34
6013,549755814102,Female,Low,18 - 24
6014,549755814116,Female,High,25 - 34
6015,549755814119,Female,Medium,25 - 34
6016,549755814120,Male,Low,25 - 34
6017,549755814122,Male,Low,25 - 34
6018,549755814149,Female,Low,35 - 44
6019,549755814162,Female,Low,25 - 34
6020,549755814168,Female,Medium,25 - 34
6022,549755814177,Male,Medium,25 - 34
6023,549755814179,Male,Low,25 - 34
6024,549755814187,Male,Low,25 - 34
6025,549755814201,Female,High,25 - 34
6026,549755814209,Female,Low,18 - 24
6027,549755814212,Male,Low,25 - 34
6028,549755814222,Female,Medium,18 - 24
6030,549755814284,Male,Low,25 - 34
6031,549755814285,Female,Medium,18 - 24
6032,549755814290,Female,High,18 - 24
6033,549755814294,Female,High,25 - 34
6034,549755814302,Female,Medium,18 - 24
6035,549755814311,Female,Low,18 - 24
6036,549755814318,Female,Medium,18 - 24
6037,549755814333,Male,Low,25 - 34
6038,549755814336,Female,Low,< 18
6039,549755814346,Female,Low,18 - 24
6040,549755814347,Female,Low,< 18
6041,549755814379,Female,Low,< 18
6042,549755814385,Male,High,< 18
6043,549755814387,Female,Low,18 - 24
6044,549755814416,Male,Low,25 - 34
6045,549755814433,Female,Low,45 - 54
6049,558345748541,Female,Medium,18 - 24
6050,558345748543,Male,Low,25 - 34
6051,558345748544,Male,High,18 - 24
6054,558345748550,Female,Medium,18 - 24
6057,558345748556,Female,High,< 18
6058,558345748557,Female,Low,< 18
6059,558345748558,Male,Medium,35 - 44
6062,558345748564,Male,Low,18 - 24
6063,558345748565,Female,High,< 18
6065,558345748574,Female,Medium,< 18
6066,558345748576,Male,Low,18 - 24
6068,558345748581,Female,Low,18 - 24
6070,558345748585,Female,Low,35 - 44
6072,558345748588,Female,Medium,25 - 34
6078,558345748607,Female,High,18 - 24
6082,558345748620,Female,Low,18 - 24
6084,558345748628,Male,Medium,25 - 34
6086,558345748632,Male,Low,25 - 34
6087,558345748635,Male,Low,25 - 34
6088,558345748636,Female,Low,25 - 34
6090,558345748640,Male,Low,18 - 24
6091,558345748645,Male,Low,35 - 44
6095,558345748660,Male,Medium,35 - 44
6096,558345748662,Female,Low,< 18
6097,558345748663,Female,High,35 - 44
6098,558345748664,Male,Medium,25 - 34
6099,558345748672,Female,Medium,45 - 54
6100,558345748680,Male,Low,25 - 34
6101,558345748681,Male,Medium,< 18
6102,558345748684,Female,Low,18 - 24
6103,558345748692,Male,High,18 - 24
6105,558345748704,Female,Medium,25 - 34
6106,558345748709,Female,High,25 - 34
6107,558345748720,Female,Medium,25 - 34
6108,558345748726,Female,Low,18 - 24
6109,558345748752,Male,Medium,25 - 34
6110,558345748764,Male,Low,25 - 34
6111,558345748786,Female,Low,18 - 24
6112,558345748787,Female,Low,< 18
6113,558345748791,Male,Low,< 18
6114,558345748826,Female,Medium,< 18
6116,558345748835,Female,Low,25 - 34
6118,558345748851,Male,Low,25 - 34
6119,558345748859,Male,Low,25 - 34
6121,558345748893,Female,Low,25 - 34
6123,558345748939,Male,Medium,35 - 44
6125,558345748992,Female,Medium,< 18
6126,558345749000,Male,Low,55+
6127,558345749001,Male,Low,18 - 24
6136,566935683116,Male,High,18 - 24
6137,566935683118,Male,Low,< 18
6138,566935683121,Male,Medium,25 - 34
6139,566935683122,Male,Medium,18 - 24
6140,566935683125,Female,Medium,25 - 34
6146,566935683139,Male,Low,35 - 44
6147,566935683141,Male,Low,25 - 34
6149,566935683144,Female,Medium,18 - 24
6150,566935683146,Male,Low,25 - 34
6153,566935683149,Male,High,25 - 34
6155,566935683152,Male,Low,18 - 24
6156,566935683153,Female,Medium,18 - 24
6157,566935683157,Male,High,25 - 34
6159,566935683160,Female,Medium,18 - 24
6160,566935683162,Male,Medium,35 - 44
6161,566935683164,Male,Medium,25 - 34
6163,566935683166,Male,Low,25 - 34
6165,566935683168,Female,Medium,25 - 34
6169,566935683180,Female,Low,25 - 34
6170,566935683185,Female,Low,35 - 44
6171,566935683187,Female,High,25 - 34
6173,566935683190,Male,Low,18 - 24
6174,566935683192,Female,High,25 - 34
6175,566935683195,Female,High,< 18
6176,566935683197,Male,High,35 - 44
6177,566935683200,Male,High,25 - 34
6183,566935683212,Female,Medium,25 - 34
6184,566935683217,Female,Medium,18 - 24
6185,566935683221,Male,Medium,35 - 44
6187,566935683225,Male,Medium,25 - 34
6188,566935683226,Male,Low,25 - 34
6190,566935683228,Female,Medium,25 - 34
6192,566935683231,Male,Medium,25 - 34
6193,566935683233,Female,Low,18 - 24
6194,566935683237,Female,Low,25 - 34
6195,566935683241,Female,Medium,25 - 34
6196,566935683242,Female,Low,35 - 44
6199,566935683252,Female,Medium,18 - 24
6201,566935683259,Female,Low,< 18
6202,566935683261,Male,Low,25 - 34
6204,566935683267,Male,Medium,25 - 34
6205,566935683270,Female,High,25 - 34
6206,566935683293,Female,Low,25 - 34
6208,566935683301,Female,Low,< 18
6209,566935683319,Female,Low,< 18
6210,566935683326,Female,Low,< 18
6211,566935683341,Female,Low,< 18
6213,566935683345,Male,Low,25 - 34
6214,566935683370,Female,Low,18 - 24
6215,566935683372,Male,Low,18 - 24
6216,566935683401,Male,Low,25 - 34
6217,566935683424,Male,Low,25 - 34
6218,566935683429,Female,High,18 - 24
6219,566935683440,Female,Low,25 - 34
6221,566935683475,Male,Medium,35 - 44
6222,566935683478,Female,Low,35 - 44
6224,566935683489,Male,Low,25 - 34
6225,566935683492,Female,Low,< 18
6226,566935683507,Female,Medium,25 - 34
6228,566935683510,Female,Low,18 - 24
6230,566935683544,Female,Low,25 - 34
6231,566935683567,Female,Medium,< 18
6232,566935683568,Male,Medium,< 18
6233,566935683582,Male,Low,18 - 24
6234,566935683583,Female,High,25 - 34
6238,575525617702,Male,Low,25 - 34
6242,575525617712,Male,High,25 - 34
6243,575525617716,Female,Medium,25 - 34
6244,575525617721,Female,Low,< 18
6245,575525617722,Male,High,18 - 24
6246,575525617723,Female,Low,18 - 24
6247,575525617724,Male,Low,25 - 34
6249,575525617728,Female,Medium,18 - 24
6253,575525617734,Male,Low,25 - 34
6254,575525617735,Male,Low,25 - 34
6255,575525617737,Male,High,25 - 34
6257,575525617741,Male,High,35 - 44
6259,575525617746,Male,Medium,35 - 44
6261,575525617750,Female,Low,25 - 34
6262,575525617752,Female,Medium,18 - 24
6263,575525617753,Female,Medium,25 - 34
6264,575525617755,Female,High,25 - 34
6266,575525617762,Female,Low,25 - 34
6268,575525617765,Female,Medium,25 - 34
6269,575525617766,Female,Medium,25 - 34
6272,575525617772,Female,Medium,< 18
6274,575525617775,Male,Medium,18 - 24
6275,575525617778,Female,Medium,18 - 24
6276,575525617779,Male,High,< 18
6280,575525617804,Female,Low,18 - 24
6282,575525617808,Male,High,25 - 34
6283,575525617816,Female,Low,< 18
6284,575525617817,Male,Medium,35 - 44
6285,575525617820,Male,Low,18 - 24
6286,575525617821,Female,Medium,25 - 34
6287,575525617826,Female,Medium,18 - 24
6288,575525617833,Female,Medium,18 - 24
6289,575525617837,Female,Medium,18 - 24
6291,575525617847,Female,Low,18 - 24
6292,575525617848,Female,Low,18 - 24
6293,575525617851,Female,Low,25 - 34
6295,575525617853,Female,Medium,< 18
6296,575525617854,Female,Low,25 - 34
6298,575525617897,Female,Low,25 - 34
6299,575525617899,Male,High,25 - 34
6300,575525617900,Male,Medium,25 - 34
6302,575525617939,Female,Low,18 - 24
6303,575525617961,Female,Low,18 - 24
6304,575525617962,Female,Medium,18 - 24
6305,575525618010,Female,Low,35 - 44
6306,575525618013,Male,Medium,18 - 24
6307,575525618033,Male,Medium,35 - 44
6308,575525618073,Female,Medium,< 18
6309,575525618085,Male,Medium,35 - 44
6311,575525618104,Male,Low,18 - 24
6313,575525618129,Female,Low,25 - 34
6314,575525618130,Male,Low,18 - 24
6315,575525618195,Female,Low,25 - 34
6316,575525618206,Female,Medium,< 18
6322,584115552300,Male,Low,25 - 34
6323,584115552307,Female,Medium,18 - 24
6325,584115552315,Male,Medium,25 - 34
6327,584115552317,Male,Low,25 - 34
6328,584115552319,Female,Low,18 - 24
6330,584115552321,Female,High,25 - 34
6331,584115552322,Male,Medium,35 - 44
6332,584115552323,Male,Medium,25 - 34
6333,584115552324,Female,Low,25 - 34
6335,584115552333,Female,High,25 - 34
6336,584115552336,Female,Medium,18 - 24
6337,584115552337,Male,Low,25 - 34
6338,584115552338,Female,Medium,25 - 34
6341,584115552342,Female,Medium,18 - 24
6342,584115552347,Female,High,35 - 44
6343,584115552350,Female,Low,25 - 34
6344,584115552357,Male,Medium,25 - 34
6345,584115552358,Female,Medium,35 - 44
6347,584115552366,Female,Medium,25 - 34
6348,584115552371,Male,Medium,25 - 34
6349,584115552372,Male,Medium,25 - 34
6351,584115552380,Female,Medium,35 - 44
6353,584115552383,Female,Low,25 - 34
6357,584115552402,Female,Medium,18 - 24
6364,584115552427,Female,Medium,25 - 34
6366,584115552437,Female,Low,25 - 34
6367,584115552442,Female,Low,18 - 24
6368,584115552459,Female,High,25 - 34
6369,584115552467,Female,Medium,25 - 34
6370,584115552474,Female,Medium,25 - 34
6371,584115552507,Female,High,18 - 24
6372,584115552509,Female,Medium,25 - 34
6373,584115552524,Female,Low,< 18
6374,584115552532,Female,Low,25 - 34
6375,584115552562,Female,High,25 - 34
6376,584115552571,Female,Low,25 - 34
6377,584115552573,Male,Low,18 - 24
6379,584115552613,Female,Low,< 18
6380,584115552618,Male,Low,45 - 54
6381,584115552633,Male,Low,35 - 44
6383,584115552651,Female,Medium,25 - 34
6385,584115552665,Female,Medium,18 - 24
6387,584115552674,Female,Low,25 - 34
6388,584115552682,Male,Low,18 - 24
6389,584115552686,Male,Medium,18 - 24
6390,584115552707,Female,High,18 - 24
6391,584115552719,Female,Medium,25 - 34
6392,584115552730,Female,Low,18 - 24
6393,584115552776,Male,Medium,< 18
6394,584115552784,Female,Medium,18 - 24
6395,584115552785,Female,High,25 - 34
6396,584115552792,Female,Low,18 - 24
6397,592705486868,Female,High,< 18
6401,592705486882,Female,Medium,35 - 44
6405,592705486892,Female,Medium,18 - 24
6406,592705486893,Female,Low,18 - 24
6409,592705486902,Female,Medium,25 - 34
6410,592705486904,Female,Medium,25 - 34
6411,592705486905,Male,Low,25 - 34
6413,592705486908,Male,Low,18 - 24
6415,592705486911,Female,Low,25 - 34
6416,592705486912,Female,Low,25 - 34
6417,592705486913,Male,Low,25 - 34
6420,592705486919,Female,High,25 - 34
6421,592705486921,Female,Medium,25 - 34
6422,592705486922,Male,Low,25 - 34
6424,592705486925,Male,Low,25 - 34
6425,592705486926,Male,Medium,25 - 34
6426,592705486930,Male,Medium,35 - 44
6428,592705486936,Male,Medium,18 - 24
6431,592705486942,Female,Low,25 - 34
6432,592705486943,Female,Low,25 - 34
6433,592705486944,Male,High,25 - 34
6434,592705486945,Male,Low,25 - 34
6435,592705486946,Female,Low,35 - 44
6436,592705486947,Female,Low,25 - 34
6438,592705486952,Male,High,25 - 34
6439,592705486955,Male,Low,25 - 34
6440,592705486957,Female,Low,25 - 34
6443,592705486965,Female,Low,18 - 24
6444,592705486966,Male,Medium,25 - 34
6445,592705486967,Male,Low,35 - 44
6446,592705486969,Male,Low,25 - 34
6447,592705486972,Female,Medium,25 - 34
6448,592705486975,Male,Low,18 - 24
6450,592705486983,Female,High,25 - 34
6451,592705486988,Female,Low,< 18
6458,592705487005,Male,Low,25 - 34
6459,592705487009,Female,High,25 - 34
6460,592705487010,Male,Low,25 - 34
6461,592705487011,Male,Low,25 - 34
6462,592705487015,Male,Medium,35 - 44
6463,592705487017,Female,Medium,18 - 24
6464,592705487018,Female,Medium,18 - 24
6465,592705487019,Female,High,25 - 34
6466,592705487023,Female,High,18 - 24
6470,592705487042,Male,Medium,18 - 24
6471,592705487044,Female,Low,18 - 24
6472,592705487048,Female,Medium,25 - 34
6473,592705487078,Female,High,25 - 34
6474,592705487112,Female,Medium,18 - 24
6475,592705487113,Male,Low,25 - 34
6476,592705487123,Female,High,25 - 34
6477,592705487130,Female,Low,18 - 24
6478,592705487148,Female,Low,18 - 24
6479,592705487149,Female,Medium,18 - 24
6480,592705487169,Female,Medium,18 - 24
6481,592705487190,Female,High,< 18
6482,592705487193,Female,Low,25 - 34
6483,592705487252,Male,Low,25 - 34
6484,592705487278,Female,Medium,25 - 34
6485,592705487286,Female,Low,18 - 24
6486,592705487291,Female,High,25 - 34
6487,592705487301,Male,Low,25 - 34
6488,592705487306,Male,Low,18 - 24
6489,592705487314,Female,Medium,18 - 24
6490,592705487334,Male,Medium,35 - 44
6491,592705487360,Female,Medium,25 - 34
6492,592705487388,Female,Medium,< 18
6493,592705487391,Female,Low,< 18
6494,601295421457,Female,Medium,25 - 34
6498,601295421470,Female,High,18 - 24
6503,601295421487,Female,Medium,25 - 34
6505,601295421489,Female,Medium,25 - 34
6507,601295421494,Male,Medium,25 - 34
6508,601295421496,Female,Low,25 - 34
6509,601295421497,Female,High,25 - 34
6510,601295421498,Female,High,25 - 34
6512,601295421500,Male,Low,18 - 24
6515,601295421505,Male,Low,25 - 34
6516,601295421506,Male,Medium,35 - 44
6517,601295421508,Male,Low,18 - 24
6518,601295421509,Female,Medium,18 - 24
6519,601295421510,Female,Low,25 - 34
6520,601295421513,Female,Low,25 - 34
6521,601295421514,Male,Medium,25 - 34
